ID,label
60562,5
60563,3
60564,3
60565,6
60566,3
60567,9
60568,7
60569,0
60570,9
60571,1
60572,0
60573,7
60574,3
60575,4
60576,7
60577,7
60578,9
60579,5
60580,4
60581,3
60582,3
60583,0
60584,5
60585,2
60586,2
60587,2
60588,3
60589,7
60590,6
60591,5
60592,8
60593,2
60594,3
60595,2
60596,3
60597,1
60598,4
60599,2
60600,3
60601,5
60602,8
60603,3
60604,6
60605,0
60606,2
60607,5
60608,5
60609,0
60610,3
60611,3
60612,9
60613,9
60614,5
60615,2
60616,4
60617,0
60618,7
60619,3
60620,5
60621,4
60622,1
60623,8
60624,0
60625,1
60626,5
60627,7
60628,9
60629,7
60630,9
60631,5
60632,9
60633,1
60634,3
60635,5
60636,7
60637,7
60638,5
60639,0
60640,0
60641,2
60642,7
60643,7
60644,5
60645,6
60646,5
60647,6
60648,7
60649,9
60650,1
60651,5
60652,1
60653,1
60654,9
60655,3
60656,5
60657,1
60658,3
60659,7
60660,7
60661,5
60662,6
60663,5
60664,2
60665,2
60666,3
60667,5
60668,0
60669,1
60670,9
60671,5
60672,0
60673,7
60674,3
60675,6
60676,3
60677,5
60678,0
60679,5
60680,7
60681,2
60682,2
60683,5
60684,3
60685,2
60686,6
60687,8
60688,4
60689,0
60690,9
60691,5
60692,3
60693,5
60694,7
60695,2
60696,1
60697,4
60698,0
60699,4
60700,5
60701,3
60702,7
60703,0
60704,5
60705,0
60706,1
60707,7
60708,3
60709,9
60710,0
60711,2
60712,3
60713,3
60714,8
60715,2
60716,7
60717,6
60718,2
60719,3
60720,4
60721,3
60722,5
60723,5
60724,9
60725,7
60726,0
60727,5
60728,5
60729,7
60730,2
60731,0
60732,1
60733,7
60734,9
60735,7
60736,6
60737,6
60738,0
60739,6
60740,5
60741,7
60742,7
60743,0
60744,8
60745,0
60746,8
60747,1
60748,8
60749,1
60750,7
60751,5
60752,8
60753,3
60754,9
60755,2
60756,4
60757,0
60758,2
60759,5
60760,8
60761,0
60762,1
60763,1
60764,5
60765,3
60766,5
60767,8
60768,3
60769,5
60770,0
60771,7
60772,0
60773,9
60774,2
60775,5
60776,0
60777,4
60778,0
60779,7
60780,5
60781,0
60782,2
60783,3
60784,3
60785,3
60786,3
60787,8
60788,2
60789,5
60790,7
60791,8
60792,5
60793,8
60794,7
60795,5
60796,7
60797,2
60798,9
60799,2
60800,7
60801,5
60802,5
60803,1
60804,5
60805,5
60806,2
60807,7
60808,6
60809,0
60810,3
60811,3
60812,1
60813,3
60814,5
60815,1
60816,2
60817,4
60818,1
60819,5
60820,0
60821,9
60822,3
60823,2
60824,3
60825,3
60826,0
60827,4
60828,9
60829,8
60830,9
60831,6
60832,3
60833,9
60834,8
60835,6
60836,0
60837,9
60838,3
60839,9
60840,7
60841,5
60842,9
60843,5
60844,1
60845,2
60846,2
60847,5
60848,7
60849,2
60850,9
60851,5
60852,7
60853,7
60854,7
60855,9
60856,2
60857,5
60858,6
60859,5
60860,8
60861,2
60862,7
60863,6
60864,9
60865,7
60866,1
60867,4
60868,6
60869,5
60870,7
60871,0
60872,5
60873,2
60874,5
60875,5
60876,0
60877,5
60878,4
60879,7
60880,5
60881,3
60882,7
60883,0
60884,7
60885,8
60886,5
60887,5
60888,7
60889,6
60890,1
60891,7
60892,5
60893,1
60894,7
60895,4
60896,6
60897,7
60898,2
60899,7
60900,9
60901,8
60902,7
60903,7
60904,2
60905,9
60906,4
60907,5
60908,5
60909,7
60910,6
60911,8
60912,5
60913,5
60914,6
60915,5
60916,5
60917,3
60918,3
60919,7
60920,7
60921,1
60922,0
60923,1
60924,2
60925,0
60926,5
60927,5
60928,9
60929,5
60930,2
60931,3
60932,3
60933,6
60934,5
60935,1
60936,8
60937,9
60938,8
60939,5
60940,2
60941,5
60942,3
60943,6
60944,3
60945,9
60946,8
60947,0
60948,4
60949,2
60950,3
60951,1
60952,6
60953,0
60954,0
60955,0
60956,1
60957,4
60958,9
60959,5
60960,3
60961,0
60962,2
60963,3
60964,1
60965,3
60966,5
60967,2
60968,3
60969,9
60970,3
60971,3
60972,0
60973,3
60974,2
60975,8
60976,0
60977,2
60978,3
60979,2
60980,7
60981,6
60982,1
60983,4
60984,3
60985,4
60986,2
60987,0
60988,4
60989,7
60990,8
60991,8
60992,4
60993,7
60994,3
60995,6
60996,4
60997,7
60998,3
60999,5
61000,8
61001,4
61002,2
61003,4
61004,6
61005,9
61006,3
61007,0
61008,6
61009,3
61010,7
61011,3
61012,5
61013,7
61014,6
61015,5
61016,5
61017,4
61018,3
61019,2
61020,0
61021,5
61022,3
61023,7
61024,0
61025,2
61026,0
61027,9
61028,9
61029,4
61030,0
61031,3
61032,7
61033,5
61034,0
61035,3
61036,5
61037,9
61038,5
61039,5
61040,8
61041,7
61042,3
61043,0
61044,3
61045,0
61046,3
61047,4
61048,7
61049,8
61050,0
61051,1
61052,0
61053,3
61054,3
61055,5
61056,5
61057,3
61058,2
61059,6
61060,1
61061,0
61062,4
61063,3
61064,3
61065,6
61066,5
61067,5
61068,1
61069,7
61070,5
61071,9
61072,4
61073,9
61074,2
61075,9
61076,2
61077,3
61078,3
61079,3
61080,9
61081,0
61082,5
61083,5
61084,2
61085,5
61086,3
61087,9
61088,9
61089,7
61090,6
61091,0
61092,8
61093,5
61094,0
61095,4
61096,4
61097,3
61098,3
61099,7
61100,5
61101,1
61102,5
61103,2
61104,9
61105,5
61106,3
61107,7
61108,9
61109,9
61110,1
61111,9
61112,6
61113,9
61114,5
61115,2
61116,8
61117,3
61118,2
61119,4
61120,9
61121,7
61122,3
61123,4
61124,7
61125,5
61126,0
61127,5
61128,2
61129,5
61130,4
61131,2
61132,8
61133,3
61134,5
61135,9
61136,0
61137,3
61138,7
61139,6
61140,1
61141,8
61142,7
61143,0
61144,9
61145,5
61146,2
61147,1
61148,7
61149,9
61150,7
61151,7
61152,5
61153,0
61154,7
61155,3
61156,9
61157,2
61158,5
61159,5
61160,5
61161,0
61162,5
61163,2
61164,5
61165,4
61166,5
61167,3
61168,5
61169,1
61170,3
61171,5
61172,1
61173,5
61174,7
61175,9
61176,9
61177,1
61178,5
61179,7
61180,0
61181,5
61182,7
61183,4
61184,3
61185,7
61186,2
61187,2
61188,8
61189,6
61190,8
61191,0
61192,3
61193,4
61194,8
61195,9
61196,6
61197,5
61198,6
61199,9
61200,1
61201,5
61202,7
61203,7
61204,1
61205,7
61206,9
61207,1
61208,5
61209,3
61210,5
61211,5
61212,0
61213,3
61214,3
61215,4
61216,8
61217,5
61218,0
61219,0
61220,5
61221,3
61222,6
61223,0
61224,2
61225,1
61226,5
61227,5
61228,5
61229,7
61230,7
61231,5
61232,3
61233,7
61234,8
61235,6
61236,3
61237,7
61238,8
61239,5
61240,3
61241,7
61242,6
61243,9
61244,9
61245,1
61246,0
61247,7
61248,7
61249,1
61250,5
61251,3
61252,9
61253,8
61254,9
61255,3
61256,5
61257,5
61258,4
61259,6
61260,6
61261,3
61262,8
61263,8
61264,3
61265,7
61266,5
61267,5
61268,3
61269,2
61270,7
61271,6
61272,5
61273,9
61274,0
61275,0
61276,6
61277,5
61278,0
61279,9
61280,3
61281,5
61282,1
61283,5
61284,7
61285,1
61286,3
61287,5
61288,0
61289,7
61290,9
61291,5
61292,9
61293,8
61294,0
61295,2
61296,0
61297,2
61298,5
61299,4
61300,4
61301,7
61302,5
61303,2
61304,5
61305,7
61306,2
61307,0
61308,2
61309,1
61310,5
61311,3
61312,7
61313,5
61314,1
61315,4
61316,5
61317,3
61318,3
61319,7
61320,5
61321,0
61322,5
61323,5
61324,5
61325,9
61326,2
61327,2
61328,0
61329,5
61330,1
61331,7
61332,9
61333,2
61334,6
61335,3
61336,2
61337,4
61338,1
61339,3
61340,2
61341,4
61342,5
61343,4
61344,1
61345,3
61346,4
61347,3
61348,5
61349,4
61350,3
61351,2
61352,9
61353,5
61354,5
61355,5
61356,0
61357,5
61358,7
61359,8
61360,3
61361,3
61362,5
61363,7
61364,6
61365,5
61366,5
61367,6
61368,3
61369,3
61370,3
61371,0
61372,8
61373,7
61374,5
61375,0
61376,1
61377,2
61378,2
61379,6
61380,2
61381,1
61382,5
61383,9
61384,5
61385,6
61386,3
61387,3
61388,7
61389,5
61390,3
61391,5
61392,9
61393,7
61394,1
61395,2
61396,4
61397,9
61398,7
61399,2
61400,9
61401,7
61402,5
61403,3
61404,9
61405,6
61406,5
61407,6
61408,7
61409,3
61410,8
61411,9
61412,6
61413,7
61414,2
61415,9
61416,5
61417,7
61418,0
61419,5
61420,9
61421,5
61422,5
61423,4
61424,2
61425,5
61426,3
61427,1
61428,5
61429,9
61430,5
61431,2
61432,0
61433,0
61434,0
61435,5
61436,5
61437,5
61438,4
61439,5
61440,1
61441,0
61442,3
61443,2
61444,3
61445,8
61446,7
61447,4
61448,4
61449,8
61450,9
61451,0
61452,4
61453,7
61454,8
61455,2
61456,7
61457,0
61458,2
61459,5
61460,7
61461,7
61462,4
61463,3
61464,2
61465,7
61466,4
61467,3
61468,9
61469,3
61470,6
61471,7
61472,4
61473,8
61474,4
61475,7
61476,8
61477,3
61478,8
61479,4
61480,7
61481,4
61482,1
61483,4
61484,1
61485,2
61486,6
61487,7
61488,7
61489,7
61490,0
61491,5
61492,8
61493,0
61494,5
61495,5
61496,5
61497,1
61498,9
61499,7
61500,6
61501,2
61502,5
61503,2
61504,6
61505,3
61506,8
61507,2
61508,1
61509,5
61510,9
61511,9
61512,3
61513,5
61514,5
61515,8
61516,1
61517,3
61518,7
61519,8
61520,3
61521,0
61522,8
61523,5
61524,9
61525,1
61526,2
61527,4
61528,0
61529,5
61530,9
61531,5
61532,2
61533,1
61534,9
61535,3
61536,3
61537,0
61538,2
61539,5
61540,4
61541,3
61542,3
61543,3
61544,0
61545,3
61546,5
61547,3
61548,8
61549,7
61550,7
61551,3
61552,3
61553,3
61554,8
61555,3
61556,2
61557,3
61558,5
61559,9
61560,8
61561,3
61562,5
61563,5
61564,7
61565,7
61566,0
61567,4
61568,5
61569,4
61570,4
61571,9
61572,0
61573,2
61574,3
61575,2
61576,7
61577,6
61578,7
61579,2
61580,9
61581,8
61582,7
61583,0
61584,6
61585,4
61586,7
61587,2
61588,4
61589,0
61590,6
61591,7
61592,1
61593,6
61594,5
61595,2
61596,7
61597,8
61598,6
61599,5
61600,9
61601,5
61602,5
61603,8
61604,0
61605,3
61606,5
61607,5
61608,5
61609,3
61610,7
61611,8
61612,6
61613,6
61614,5
61615,1
61616,2
61617,7
61618,5
61619,4
61620,1
61621,2
61622,9
61623,9
61624,4
61625,5
61626,6
61627,3
61628,2
61629,4
61630,5
61631,9
61632,9
61633,2
61634,8
61635,5
61636,0
61637,7
61638,6
61639,9
61640,0
61641,7
61642,7
61643,7
61644,5
61645,2
61646,6
61647,9
61648,3
61649,5
61650,0
61651,3
61652,0
61653,7
61654,4
61655,3
61656,4
61657,8
61658,7
61659,5
61660,5
61661,8
61662,2
61663,7
61664,8
61665,3
61666,6
61667,5
61668,7
61669,1
61670,6
61671,7
61672,5
61673,0
61674,2
61675,7
61676,0
61677,8
61678,3
61679,8
61680,3
61681,8
61682,2
61683,1
61684,5
61685,5
61686,5
61687,4
61688,4
61689,7
61690,9
61691,5
61692,2
61693,0
61694,0
61695,8
61696,5
61697,3
61698,5
61699,1
61700,0
61701,7
61702,3
61703,6
61704,1
61705,1
61706,5
61707,5
61708,5
61709,1
61710,8
61711,8
61712,3
61713,2
61714,7
61715,8
61716,0
61717,0
61718,7
61719,3
61720,5
61721,5
61722,7
61723,5
61724,5
61725,4
61726,5
61727,2
61728,4
61729,9
61730,5
61731,1
61732,2
61733,9
61734,9
61735,0
61736,6
61737,1
61738,2
61739,5
61740,1
61741,5
61742,5
61743,2
61744,8
61745,7
61746,3
61747,0
61748,5
61749,3
61750,4
61751,7
61752,8
61753,4
61754,5
61755,7
61756,6
61757,2
61758,2
61759,5
61760,5
61761,3
61762,5
61763,5
61764,3
61765,4
61766,1
61767,5
61768,2
61769,7
61770,5
61771,3
61772,3
61773,5
61774,0
61775,5
61776,2
61777,0
61778,7
61779,4
61780,3
61781,3
61782,7
61783,1
61784,5
61785,8
61786,8
61787,2
61788,7
61789,8
61790,2
61791,3
61792,5
61793,5
61794,3
61795,7
61796,3
61797,6
61798,0
61799,6
61800,5
61801,2
61802,2
61803,3
61804,7
61805,0
61806,8
61807,4
61808,8
61809,4
61810,4
61811,6
61812,0
61813,7
61814,5
61815,1
61816,1
61817,6
61818,2
61819,0
61820,7
61821,7
61822,3
61823,0
61824,5
61825,2
61826,9
61827,7
61828,3
61829,5
61830,7
61831,0
61832,5
61833,7
61834,7
61835,8
61836,9
61837,5
61838,6
61839,7
61840,7
61841,4
61842,2
61843,9
61844,7
61845,7
61846,5
61847,8
61848,4
61849,8
61850,3
61851,2
61852,6
61853,7
61854,1
61855,3
61856,6
61857,3
61858,5
61859,7
61860,4
61861,8
61862,5
61863,9
61864,2
61865,5
61866,2
61867,3
61868,0
61869,0
61870,0
61871,9
61872,4
61873,5
61874,7
61875,4
61876,5
61877,7
61878,8
61879,4
61880,2
61881,5
61882,3
61883,0
61884,9
61885,1
61886,3
61887,3
61888,5
61889,0
61890,2
61891,3
61892,6
61893,1
61894,7
61895,7
61896,3
61897,4
61898,1
61899,5
61900,5
61901,5
61902,9
61903,8
61904,5
61905,0
61906,4
61907,8
61908,5
61909,7
61910,1
61911,0
61912,5
61913,6
61914,2
61915,4
61916,0
61917,2
61918,3
61919,6
61920,7
61921,0
61922,5
61923,1
61924,4
61925,7
61926,9
61927,5
61928,0
61929,0
61930,8
61931,7
61932,5
61933,3
61934,1
61935,5
61936,2
61937,3
61938,0
61939,5
61940,6
61941,2
61942,1
61943,2
61944,3
61945,2
61946,3
61947,5
61948,5
61949,5
61950,5
61951,6
61952,1
61953,9
61954,3
61955,7
61956,2
61957,3
61958,8
61959,5
61960,2
61961,7
61962,5
61963,3
61964,1
61965,9
61966,2
61967,9
61968,1
61969,7
61970,6
61971,6
61972,1
61973,4
61974,5
61975,0
61976,3
61977,1
61978,9
61979,2
61980,1
61981,9
61982,5
61983,0
61984,5
61985,5
61986,0
61987,9
61988,8
61989,7
61990,9
61991,5
61992,5
61993,4
61994,4
61995,9
61996,8
61997,8
61998,5
61999,3
62000,3
62001,5
62002,9
62003,8
62004,7
62005,3
62006,7
62007,5
62008,7
62009,8
62010,2
62011,9
62012,9
62013,7
62014,0
62015,1
62016,3
62017,7
62018,4
62019,7
62020,0
62021,5
62022,9
62023,5
62024,1
62025,5
62026,7
62027,6
62028,3
62029,6
62030,2
62031,7
62032,1
62033,6
62034,6
62035,9
62036,5
62037,6
62038,5
62039,7
62040,0
62041,0
62042,6
62043,8
62044,2
62045,8
62046,9
62047,4
62048,1
62049,3
62050,1
62051,2
62052,3
62053,9
62054,5
62055,7
62056,0
62057,8
62058,5
62059,3
62060,0
62061,4
62062,7
62063,0
62064,3
62065,1
62066,0
62067,9
62068,5
62069,7
62070,4
62071,7
62072,4
62073,7
62074,5
62075,5
62076,3
62077,0
62078,0
62079,2
62080,8
62081,3
62082,9
62083,4
62084,0
62085,1
62086,1
62087,5
62088,1
62089,2
62090,7
62091,3
62092,2
62093,0
62094,0
62095,8
62096,9
62097,3
62098,7
62099,5
62100,4
62101,3
62102,5
62103,5
62104,3
62105,8
62106,3
62107,7
62108,4
62109,0
62110,4
62111,3
62112,7
62113,1
62114,2
62115,7
62116,2
62117,8
62118,7
62119,8
62120,8
62121,5
62122,2
62123,5
62124,7
62125,1
62126,1
62127,0
62128,8
62129,1
62130,9
62131,1
62132,3
62133,1
62134,0
62135,6
62136,1
62137,9
62138,7
62139,4
62140,5
62141,8
62142,0
62143,3
62144,3
62145,6
62146,2
62147,5
62148,4
62149,3
62150,9
62151,0
62152,2
62153,3
62154,3
62155,5
62156,0
62157,5
62158,5
62159,5
62160,9
62161,9
62162,9
62163,3
62164,7
62165,8
62166,5
62167,2
62168,2
62169,4
62170,2
62171,3
62172,9
62173,0
62174,5
62175,9
62176,9
62177,1
62178,8
62179,5
62180,0
62181,3
62182,6
62183,2
62184,5
62185,8
62186,5
62187,5
62188,7
62189,1
62190,5
62191,5
62192,3
62193,9
62194,7
62195,5
62196,1
62197,5
62198,0
62199,7
62200,5
62201,0
62202,9
62203,1
62204,4
62205,4
62206,1
62207,7
62208,2
62209,3
62210,6
62211,2
62212,3
62213,5
62214,7
62215,5
62216,3
62217,5
62218,1
62219,2
62220,5
62221,7
62222,1
62223,5
62224,9
62225,0
62226,2
62227,8
62228,6
62229,8
62230,8
62231,7
62232,5
62233,3
62234,3
62235,8
62236,3
62237,1
62238,9
62239,4
62240,3
62241,7
62242,7
62243,2
62244,9
62245,7
62246,7
62247,5
62248,3
62249,2
62250,5
62251,8
62252,8
62253,7
62254,1
62255,0
62256,0
62257,0
62258,3
62259,5
62260,7
62261,2
62262,2
62263,5
62264,5
62265,9
62266,5
62267,7
62268,5
62269,1
62270,1
62271,1
62272,0
62273,3
62274,2
62275,5
62276,3
62277,5
62278,1
62279,3
62280,8
62281,7
62282,1
62283,8
62284,5
62285,9
62286,7
62287,2
62288,4
62289,5
62290,0
62291,2
62292,4
62293,2
62294,8
62295,5
62296,5
62297,3
62298,0
62299,1
62300,6
62301,1
62302,0
62303,0
62304,5
62305,7
62306,3
62307,9
62308,9
62309,3
62310,7
62311,1
62312,9
62313,2
62314,2
62315,3
62316,0
62317,8
62318,1
62319,1
62320,6
62321,9
62322,2
62323,7
62324,5
62325,5
62326,7
62327,5
62328,7
62329,9
62330,3
62331,7
62332,1
62333,2
62334,1
62335,2
62336,6
62337,0
62338,8
62339,5
62340,8
62341,5
62342,3
62343,6
62344,1
62345,5
62346,3
62347,5
62348,6
62349,5
62350,7
62351,9
62352,4
62353,4
62354,2
62355,3
62356,5
62357,7
62358,3
62359,7
62360,2
62361,9
62362,9
62363,9
62364,5
62365,7
62366,8
62367,9
62368,8
62369,7
62370,8
62371,6
62372,3
62373,9
62374,4
62375,3
62376,9
62377,1
62378,9
62379,3
62380,2
62381,5
62382,2
62383,4
62384,8
62385,0
62386,0
62387,4
62388,7
62389,8
62390,5
62391,7
62392,3
62393,9
62394,2
62395,3
62396,3
62397,5
62398,7
62399,8
62400,4
62401,0
62402,7
62403,0
62404,4
62405,8
62406,4
62407,7
62408,9
62409,5
62410,2
62411,3
62412,7
62413,5
62414,2
62415,4
62416,5
62417,3
62418,5
62419,8
62420,1
62421,4
62422,3
62423,6
62424,1
62425,7
62426,1
62427,6
62428,0
62429,6
62430,5
62431,3
62432,3
62433,2
62434,1
62435,2
62436,5
62437,0
62438,5
62439,5
62440,5
62441,4
62442,5
62443,1
62444,1
62445,3
62446,5
62447,2
62448,7
62449,7
62450,9
62451,5
62452,5
62453,3
62454,0
62455,4
62456,9
62457,0
62458,0
62459,8
62460,9
62461,5
62462,9
62463,8
62464,6
62465,5
62466,8
62467,3
62468,6
62469,7
62470,0
62471,2
62472,2
62473,0
62474,6
62475,0
62476,0
62477,2
62478,7
62479,3
62480,0
62481,9
62482,5
62483,5
62484,2
62485,4
62486,8
62487,3
62488,9
62489,7
62490,4
62491,3
62492,7
62493,1
62494,7
62495,5
62496,0
62497,4
62498,7
62499,5
62500,2
62501,4
62502,4
62503,5
62504,9
62505,9
62506,4
62507,4
62508,1
62509,1
62510,9
62511,5
62512,2
62513,4
62514,9
62515,3
62516,0
62517,3
62518,3
62519,5
62520,8
62521,7
62522,7
62523,4
62524,0
62525,0
62526,5
62527,7
62528,6
62529,5
62530,3
62531,2
62532,5
62533,2
62534,6
62535,7
62536,2
62537,4
62538,7
62539,9
62540,7
62541,2
62542,4
62543,6
62544,7
62545,3
62546,3
62547,3
62548,5
62549,0
62550,5
62551,5
62552,1
62553,2
62554,8
62555,7
62556,9
62557,9
62558,0
62559,0
62560,9
62561,7
62562,5
62563,2
62564,9
62565,5
62566,2
62567,1
62568,3
62569,7
62570,8
62571,2
62572,5
62573,2
62574,6
62575,9
62576,0
62577,2
62578,1
62579,7
62580,5
62581,4
62582,8
62583,4
62584,0
62585,2
62586,7
62587,2
62588,0
62589,1
62590,2
62591,8
62592,0
62593,3
62594,9
62595,7
62596,2
62597,1
62598,2
62599,5
62600,3
62601,1
62602,1
62603,8
62604,7
62605,8
62606,4
62607,5
62608,2
62609,6
62610,9
62611,1
62612,6
62613,5
62614,7
62615,8
62616,3
62617,2
62618,0
62619,2
62620,7
62621,8
62622,3
62623,0
62624,6
62625,8
62626,9
62627,8
62628,7
62629,3
62630,3
62631,8
62632,3
62633,0
62634,4
62635,7
62636,3
62637,3
62638,5
62639,5
62640,0
62641,9
62642,2
62643,8
62644,0
62645,3
62646,0
62647,4
62648,5
62649,1
62650,7
62651,3
62652,3
62653,5
62654,3
62655,3
62656,5
62657,2
62658,7
62659,7
62660,5
62661,3
62662,3
62663,9
62664,0
62665,1
62666,4
62667,9
62668,3
62669,0
62670,3
62671,2
62672,2
62673,8
62674,6
62675,4
62676,5
62677,7
62678,3
62679,3
62680,4
62681,5
62682,1
62683,4
62684,3
62685,7
62686,2
62687,5
62688,9
62689,5
62690,3
62691,8
62692,3
62693,0
62694,2
62695,9
62696,7
62697,3
62698,2
62699,0
62700,5
62701,3
62702,2
62703,8
62704,2
62705,7
62706,7
62707,3
62708,3
62709,2
62710,4
62711,5
62712,6
62713,2
62714,3
62715,1
62716,7
62717,7
62718,9
62719,8
62720,9
62721,7
62722,3
62723,4
62724,9
62725,5
62726,1
62727,1
62728,7
62729,5
62730,0
62731,8
62732,3
62733,1
62734,5
62735,2
62736,1
62737,3
62738,2
62739,5
62740,6
62741,2
62742,7
62743,7
62744,3
62745,5
62746,6
62747,4
62748,7
62749,0
62750,0
62751,4
62752,3
62753,5
62754,5
62755,4
62756,4
62757,7
62758,4
62759,6
62760,5
62761,7
62762,3
62763,9
62764,7
62765,8
62766,2
62767,0
62768,5
62769,0
62770,5
62771,5
62772,9
62773,2
62774,7
62775,5
62776,5
62777,3
62778,7
62779,3
62780,2
62781,3
62782,2
62783,0
62784,5
62785,3
62786,2
62787,4
62788,5
62789,1
62790,7
62791,0
62792,6
62793,0
62794,2
62795,2
62796,9
62797,5
62798,1
62799,5
62800,0
62801,9
62802,9
62803,0
62804,5
62805,3
62806,3
62807,3
62808,3
62809,8
62810,1
62811,7
62812,3
62813,0
62814,7
62815,7
62816,2
62817,2
62818,2
62819,6
62820,9
62821,5
62822,0
62823,5
62824,7
62825,0
62826,3
62827,2
62828,5
62829,2
62830,6
62831,4
62832,7
62833,2
62834,7
62835,1
62836,2
62837,7
62838,2
62839,3
62840,7
62841,8
62842,3
62843,1
62844,7
62845,3
62846,1
62847,4
62848,6
62849,6
62850,4
62851,0
62852,9
62853,7
62854,2
62855,9
62856,7
62857,3
62858,3
62859,2
62860,2
62861,2
62862,5
62863,7
62864,5
62865,1
62866,9
62867,0
62868,0
62869,3
62870,1
62871,5
62872,9
62873,1
62874,5
62875,5
62876,7
62877,7
62878,5
62879,3
62880,7
62881,5
62882,4
62883,5
62884,6
62885,2
62886,1
62887,2
62888,5
62889,1
62890,5
62891,5
62892,0
62893,5
62894,9
62895,5
62896,7
62897,3
62898,2
62899,3
62900,3
62901,5
62902,5
62903,1
62904,1
62905,7
62906,9
62907,5
62908,9
62909,7
62910,2
62911,8
62912,9
62913,4
62914,5
62915,3
62916,4
62917,8
62918,5
62919,7
62920,1
62921,9
62922,6
62923,0
62924,5
62925,8
62926,5
62927,5
62928,9
62929,4
62930,2
62931,0
62932,0
62933,2
62934,3
62935,9
62936,0
62937,9
62938,9
62939,4
62940,0
62941,0
62942,3
62943,9
62944,5
62945,1
62946,1
62947,5
62948,5
62949,9
62950,5
62951,5
62952,0
62953,0
62954,9
62955,5
62956,7
62957,5
62958,5
62959,2
62960,8
62961,5
62962,7
62963,7
62964,7
62965,0
62966,9
62967,2
62968,7
62969,8
62970,5
62971,5
62972,4
62973,2
62974,7
62975,2
62976,5
62977,1
62978,6
62979,9
62980,2
62981,0
62982,7
62983,5
62984,3
62985,7
62986,2
62987,2
62988,0
62989,2
62990,5
62991,9
62992,8
62993,3
62994,3
62995,3
62996,0
62997,8
62998,1
62999,1
63000,5
63001,8
63002,6
63003,8
63004,9
63005,4
63006,8
63007,7
63008,7
63009,4
63010,5
63011,9
63012,7
63013,5
63014,5
63015,7
63016,1
63017,3
63018,7
63019,1
63020,3
63021,3
63022,7
63023,4
63024,3
63025,0
63026,7
63027,3
63028,5
63029,6
63030,1
63031,8
63032,5
63033,3
63034,1
63035,6
63036,5
63037,7
63038,5
63039,7
63040,3
63041,7
63042,9
63043,3
63044,3
63045,5
63046,9
63047,2
63048,4
63049,9
63050,2
63051,7
63052,1
63053,4
63054,3
63055,5
63056,2
63057,5
63058,5
63059,0
63060,8
63061,3
63062,0
63063,0
63064,2
63065,9
63066,3
63067,5
63068,0
63069,5
63070,7
63071,0
63072,7
63073,6
63074,4
63075,5
63076,0
63077,5
63078,7
63079,9
63080,2
63081,3
63082,7
63083,1
63084,5
63085,0
63086,1
63087,2
63088,2
63089,5
63090,0
63091,3
63092,2
63093,2
63094,3
63095,8
63096,3
63097,9
63098,3
63099,3
63100,8
63101,0
63102,0
63103,4
63104,5
63105,8
63106,0
63107,7
63108,6
63109,5
63110,7
63111,7
63112,3
63113,7
63114,5
63115,9
63116,9
63117,4
63118,4
63119,4
63120,0
63121,6
63122,6
63123,5
63124,9
63125,8
63126,7
63127,1
63128,3
63129,5
63130,7
63131,6
63132,4
63133,0
63134,7
63135,3
63136,3
63137,2
63138,0
63139,3
63140,7
63141,0
63142,3
63143,7
63144,2
63145,7
63146,2
63147,7
63148,8
63149,0
63150,3
63151,3
63152,5
63153,2
63154,9
63155,1
63156,2
63157,8
63158,7
63159,6
63160,3
63161,3
63162,6
63163,5
63164,8
63165,8
63166,8
63167,1
63168,2
63169,4
63170,4
63171,9
63172,3
63173,9
63174,7
63175,3
63176,4
63177,7
63178,5
63179,7
63180,2
63181,6
63182,5
63183,3
63184,0
63185,1
63186,8
63187,2
63188,1
63189,0
63190,7
63191,5
63192,9
63193,5
63194,5
63195,7
63196,9
63197,3
63198,8
63199,1
63200,1
63201,3
63202,4
63203,7
63204,5
63205,4
63206,7
63207,9
63208,5
63209,7
63210,5
63211,1
63212,4
63213,4
63214,3
63215,9
63216,0
63217,7
63218,3
63219,9
63220,2
63221,5
63222,8
63223,1
63224,7
63225,3
63226,4
63227,8
63228,4
63229,7
63230,5
63231,8
63232,7
63233,3
63234,5
63235,5
63236,3
63237,3
63238,0
63239,6
63240,5
63241,7
63242,2
63243,3
63244,2
63245,2
63246,7
63247,8
63248,9
63249,3
63250,9
63251,5
63252,5
63253,7
63254,6
63255,6
63256,3
63257,3
63258,3
63259,7
63260,0
63261,5
63262,1
63263,4
63264,3
63265,7
63266,1
63267,6
63268,3
63269,4
63270,3
63271,9
63272,7
63273,8
63274,2
63275,2
63276,9
63277,0
63278,3
63279,3
63280,1
63281,3
63282,3
63283,3
63284,5
63285,2
63286,3
63287,3
63288,2
63289,0
63290,3
63291,5
63292,2
63293,0
63294,0
63295,0
63296,5
63297,8
63298,5
63299,4
63300,1
63301,2
63302,3
63303,6
63304,9
63305,5
63306,6
63307,1
63308,5
63309,6
63310,3
63311,1
63312,5
63313,9
63314,9
63315,9
63316,1
63317,0
63318,3
63319,5
63320,5
63321,8
63322,0
63323,7
63324,5
63325,5
63326,5
63327,7
63328,3
63329,7
63330,7
63331,3
63332,4
63333,3
63334,4
63335,7
63336,4
63337,9
63338,5
63339,6
63340,7
63341,5
63342,5
63343,2
63344,3
63345,7
63346,0
63347,3
63348,4
63349,7
63350,1
63351,0
63352,0
63353,1
63354,1
63355,1
63356,1
63357,0
63358,2
63359,5
63360,4
